kew_id,taxon_name,sporophytic_chromosome_number,infraspecific_variation_chrom_number,other_reported_sporophytic_chromosome_number,source_of_other_chrom_num
316947-2,Solanum lycopersicum L.,24,n,24,"Zonneveld, 2019"
30048260-2,Solanum nigrum L.,72,n,72,"C-ValueDB, Šmarda et al. 2019"
285243-2,Solanum nitidibaccatum Bitter,16,n,NA,NA
316948-2,Solanum pseudocapsicum L.,NA,NA,24,"C-ValueDB, Zonneveld, 2019"
820804-1,Solanum rostratum Dunal,NA,NA,NA,NA
820902-1,Solanum sarrachoides Sendtn.,24,n,24,"Zonneveld, 2019"
820912-1,Solanum scabrum Mill.,NA,NA,NA,NA
330681-2,Solanum sisymbriifolium Lam.,NA,NA,NA,NA
821310-1,Solanum triflorum Nutt.,NA,NA,24,"Zonneveld, 2019"
821337-1,Solanum tuberosum L.,48,n,"24, 48","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
285344-2,Solanum villosum Mill.,NA,NA,48,"Zonneveld, 2019"
856545-1,Soleirolia soleirolii (Req.) Dandy,NA,NA,20,"Zonneveld, 2019"
249454-1,Solidago canadensis L.,NA,NA,"18, 36, 54","Šmarda et al. 2019, Zonneveld, 2019"
249575-1,Solidago gigantea Aiton,NA,NA,"18, 36, 54","Šmarda et al. 2019, Zonneveld, 2019"
249846-1,Solidago rugosa Mill.,NA,NA,NA,NA
249870-1,Solidago sempervirens L.,NA,NA,NA,NA
249947-1,Solidago virgaurea L.,18,p,"18, 90","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
250029-1,Sonchus arvensis L.,54,n,54,"Šmarda et al. 2019, Zonneveld, 2019"
1003017-2,Sonchus asper (L.) Hill,18,p,18,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
250268-1,Sonchus oleraceus L.,32,n,32,Šmarda et al. 2019
250281-1,Sonchus palustris L.,18,n,"18, 54","Šmarda et al. 2019, Zonneveld, 2019"
741576-1,Sorbaria kirilowii (Regel) Maxim.,NA,NA,NA,NA
1034036-2,Sorbaria sorbifolia (L.) A.Braun,NA,NA,36,"Zonneveld, 2019"
741584-1,Sorbaria tomentosa (Lindl.) Rehder,NA,NA,NA,NA
77096268-1,Sorbus admonitor M.Proctor,c.68| 4x,p,NA,NA
741617-1,Sorbus anglica Hedl.,51| 68| 4x,v,68,C-ValueDB
741629-1,Sorbus aria (L.) Crantz,34,p,"34, 51, 68","C-ValueDB, Zonneveld, 2019"
741634-1,Sorbus arranensis Hedl.,51,n,NA,NA
77155537-1,Sorbus arvonicola P.D.Sell,NA,NA,NA,NA
741641-1,Sorbus aucuparia L.,34,n,34,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
60456484-2,Sorbus austriaca (Beck) Hedl.,NA,NA,68,C-ValueDB
741659-1,Sorbus bristoliensis Wilmott,51,p,51,C-ValueDB
77096269-1,Sorbus cambrensis M.Proctor,5x,p,68,C-ValueDB
77100850-1,Sorbus cheddarensis L.Houston & Ashley Robertson,3x,p,NA,NA
937638-1,Sorbus croceocarpa P.D.Sell,59| 68,v,NA,NA
77096270-1,Sorbus cuneifolia T.C.G.Rich,4x,p,NA,NA
741705-1,Sorbus devoniensis E.F.Warb.,68,p,68,C-ValueDB
324828-2,Sorbus domestica L.,NA,NA,34,"Zonneveld, 2019"
741721-1,Sorbus eminens E.F.Warb.,51| 68,v,68,C-ValueDB
77096271-1,Sorbus eminentiformis T.C.G.Rich,4x,p,68,C-ValueDB
77100852-1,Sorbus eminentoides L.Houston,4x,p,NA,NA
77138065-1,Sorbus evansii T.C.G.Rich,3x,p,NA,NA
77069160-1,Sorbus glabriuscula McAll.,NA,NA,NA,NA
77138068-1,Sorbus greenii T.C.G.Rich,3x,p,NA,NA
77138069-1,Sorbus herefordensis D.Green,3x,p,NA,NA
741778-1,Sorbus hibernica E.F.Warb.,(c.50-)51,n,NA,NA
741788-1,Sorbus hybrida L.,NA,NA,68,C-ValueDB
741793-1,Sorbus intermedia (Ehrh.) Pers.,4x,p,68,"C-ValueDB, Zonneveld, 2019"
741817-1,Sorbus lancastriensis E.F.Warb.,4x,p,68,C-ValueDB
741821-1,Sorbus latifolia (Lam.) Pers.,34| 51| 68,v,68,C-ValueDB
77096291-1,Sorbus leighensis T.C.G.Rich,NA,NA,NA,NA
741824-1,Sorbus leptophylla E.F.Warb.,51| 68,v,68,C-ValueDB
741826-1,Sorbus leyana Willmott,3x,p,51,C-ValueDB
77096272-1,Sorbus margaretae M.Proctor,4x,p,68,C-ValueDB
741852-1,Sorbus minima (Ley) Hedl.,51,p,51,C-ValueDB
741856-1,Sorbus mougeotii Soy.-Will. & Godr.,NA,NA,68,"C-ValueDB, Šmarda et al. 2019"
77100854-1,Sorbus parviloba T.C.G.Rich,4x,p,NA,NA
741905-1,Sorbus porrigentiformis E.F.Warb.,34| 51| 68| 87,v,68,C-ValueDB
741916-1,Sorbus pseudofennica E.F.Warb.,68,n,NA,NA
77077524-1,Sorbus pseudomeinichii Ashley Robertson,NA,NA,NA,NA
77138070-1,Sorbus richii L.Houston,4x,p,NA,NA
741951-1,Sorbus rupicola (Syme) Hedl.,51| 68,v,68,C-ValueDB
77100853-1,Sorbus rupicoloides T.C.G.Rich & L.Houston,4x,p,NA,NA
77100855-1,Sorbus saxicola T.C.G.Rich,3x,p,NA,NA
77096274-1,Sorbus scannelliana T.C.G.Rich,NA,NA,NA,NA
77138071-1,Sorbus sellii T.C.G.Rich,51,n,NA,NA
77138072-1,Sorbus spectans L.Houston,3x,p,NA,NA
77096275-1,Sorbus stenophylla M.Proctor,5x,p,NA,NA
77096276-1,Sorbus stirtoniana T.C.G.Rich,NA,NA,NA,NA
741989-1,Sorbus subcuneata Wilmott,51| 3x| c.67-70,v,51,C-ValueDB
742021-1,Sorbus torminalis (L.) Crantz,2x| 3x,v,"34, 51","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
742045-1,Sorbus vexans E.F.Warb.,68,p,68,C-ValueDB
77077523-1,Sorbus whiteana T.C.G.Rich & L.Houston,51,n,NA,NA
742055-1,Sorbus wilmottiana E.F.Warb.,51,p,51,C-ValueDB
422090-1,Sorghum bicolor (L.) Moench,NA,NA,20,"Šmarda et al. 2019, Zonneveld, 2019"
422139-1,Sorghum halepense (L.) Pers.,NA,NA,"20, 40","Šmarda et al. 2019, Zonneveld, 2019"
441371-1,Sparaxis grandiflora (D.Delaroche) Ker Gawl.,NA,NA,NA,NA
241071-2,Sparganium angustifolium Michx.,NA,NA,30,"Zonneveld, 2019"
836755-1,Sparganium emersum Rehmann,NA,NA,30,"Šmarda et al. 2019, Zonneveld, 2019"
836758-1,Sparganium erectum L.,NA,NA,30,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
836776-1,Sparganium natans L.,NA,NA,30,"Šmarda et al. 2019, Zonneveld, 2019"
422425-1,Spartina alterniflora Loisel.,62,p,62,C-ValueDB
422426-1,Spartina anglica C.E.Hubb.,c.90| 120-127,v,122,C-ValueDB
241121-2,Spartina maritima (Curtis) Fernald,56| 60,v,60,C-ValueDB
1036088-2,Spartina patens (Aiton) Muhl.,NA,NA,NA,NA
422463-1,Spartina pectinata Bosc ex Link,NA,NA,"40, 60, 80",C-ValueDB
519057-1,Spartium junceum L.,NA,NA,"48, 52, 54","Zonneveld, 2019"
158725-1,Spergula arvensis L.,18,n,18,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
158777-1,Spergula morisonii Boreau,18,n,18,"Šmarda et al. 2019, Zonneveld, 2019"
60432053-2,Spergularia bocconei (Scheele) Graebn.,36,n,NA,NA
241336-2,Spergularia marina (L.) Besser,36,n,36,Šmarda et al. 2019
1019502-1,Spergularia media (L.) C.Presl,18| 36,v,18,"Šmarda et al. 2019, Zonneveld, 2019"
158983-1,Spergularia rubra (L.) J.Presl & C.Presl,36,n,36,Šmarda et al. 2019
158988-1,Spergularia rupicola Lebel ex Le Jol.,36,p,NA,NA
167384-1,Spinacia oleracea L.,NA,NA,NA,NA
30043519-2,Spiraea alba Du Roi,NA,NA,NA,NA
742159-1,Spiraea canescens D.Don,NA,NA,NA,NA
742175-1,Spiraea chamaedryfolia L.,NA,NA,NA,NA
742226-1,Spiraea douglasii Hook.,NA,NA,36,"Zonneveld, 2019"
742319-1,Spiraea japonica L.f.,NA,NA,"14, 18, 34","Zonneveld, 2019"
742368-1,Spiraea media Schmidt,NA,NA,NA,NA
30200186-2,Spiraea salicifolia L.,NA,NA,36,"Šmarda et al. 2019, Zonneveld, 2019"
324833-2,Spiraea tomentosa L.,NA,NA,NA,NA
658136-1,Spiranthes aestivalis (Poir.) Rich.,NA,NA,NA,NA
242629-2,Spiranthes romanzoffiana Cham.,60,n,NA,NA
658457-1,Spiranthes spiralis (L.) Chevall.,30,n,30,"C-ValueDB, Šmarda et al. 2019"
526250-1,Spirodela polyrhiza (L.) Schleid.,40,n,"40, 80","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
1207790-2,Sporobolus indicus (L.) R.Br.,NA,NA,NA,NA
459286-1,Stachys alpina L.,30,n,30,Šmarda et al. 2019
459300-1,Stachys annua (L.) L.,NA,NA,34,Šmarda et al. 2019
459319-1,Stachys arvensis (L.) L.,10,n,10,"Zonneveld, 2019"
459393-1,Stachys byzantina K.Koch,NA,NA,30,"Šmarda et al. 2019, Zonneveld, 2019"
459557-1,Stachys germanica L.,NA,NA,30,Šmarda et al. 2019
459820-1,Stachys palustris L.,97-103,v,"64, 96, 102","Šmarda et al. 2019, Zonneveld, 2019"
459901-1,Stachys recta L.,NA,NA,"32, 34","C-ValueDB, Šmarda et al. 2019"
460020-1,Stachys sylvatica L.,64,p,"48, 64","Šmarda et al. 2019, Zonneveld, 2019"
785263-1,Staphylea pinnata L.,NA,NA,"24, 26","Šmarda et al. 2019, Zonneveld, 2019"
30197752-2,Stellaria alsine Grimm,24| 26,v,24,Šmarda et al. 2019
159056-1,Stellaria aquatica (L.) Scop.,28,n,NA,NA
310207-2,Stellaria graminea L.,26,n,"26, 52","Šmarda et al. 2019, Zonneveld, 2019"
307758-2,Stellaria holostea L.,26,n,26,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
159330-1,Stellaria media (L.) Vill.,40| 44,v,"40, 42, 44","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
159358-1,Stellaria neglecta Weihe,22,n,22,"Zonneveld, 2019"
309327-2,Stellaria nemorum L.,26,n,26,Šmarda et al. 2019
983852-1,Stellaria pallida (Dumort.) Crép.,22,n,20,Šmarda et al. 2019
329693-2,Stellaria palustris Ehrh. ex Hoffm.,c.130,n,130,"Šmarda et al. 2019, Zonneveld, 2019"
60471738-2,Sternbergia lutea (L.) Ker-Gawl. ex Spreng.,NA,NA,NA,NA
431936-1,Stratiotes aloides L.,NA,NA,48,Šmarda et al. 2019
55870-1,Strobilanthes pentastemonoides (Nees) T.Anderson,NA,NA,NA,NA
51015154-1,Stuckenia filiformis (Pers.) Börner,NA,NA,NA,NA
77099639-1,Stuckenia pectinata (L.) Börner,NA,NA,NA,NA
1071140-2,Suaeda maritima (L.) Dumort.,36,n,36,"C-ValueDB, Zonneveld, 2019"
167588-1,Suaeda vera Forssk. ex J.F.Gmel.,36,n,NA,NA
290258-1,Subularia aquatica L.,NA,NA,NA,NA
320331-1,Succisa pratensis Moench,20,n,20,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
149485-1,Symphoricarpos albus (L.) S.F.Blake,NA,NA,"36, 54, 72","Šmarda et al. 2019, Zonneveld, 2019"
149465-1,Symphoricarpos orbiculatus Moench,NA,NA,NA,NA
247114-2,Symphyotrichum laeve (L.) Á. & D. Löve,NA,NA,NA,NA
981841-1,Symphyotrichum lanceolatum (Willd.) G.L.Nesom,NA,NA,64,Šmarda et al. 2019
981863-1,Symphyotrichum novae-angliae (L.) G.L.Nesom,NA,NA,NA,NA
981864-1,Symphyotrichum novi-belgii (L.) G.L.Nesom,NA,NA,48,Šmarda et al. 2019
981879-1,Symphyotrichum pilosum (Willd.) G.L.Nesom,NA,NA,NA,NA
247116-2,Symphyotrichum puniceum (L.) Á. & D. Löve,NA,NA,NA,NA
981905-1,Symphyotrichum squamatum (Spreng.) G.L.Nesom,NA,NA,NA,NA
120743-1,Symphytum asperum Lepech.,32,n,32,"Zonneveld, 2019"
120754-1,Symphytum bulbosum K.F.Schimper,NA,NA,NA,NA
120758-1,Symphytum caucasicum M.Bieb.,NA,NA,NA,NA
120788-1,Symphytum grandiflorum DC.,NA,NA,NA,NA
120815-1,Symphytum officinale L.,24| 44| 48,v,"24, 48","Šmarda et al. 2019, Zonneveld, 2019"
120818-1,Symphytum orientale L.,NA,NA,NA,NA
120839-1,Symphytum tauricum Willd.,NA,NA,NA,NA
120840-1,Symphytum tuberosum L.,96,n,"32, 64, 96","C-ValueDB, Šmarda et al. 2019"
289009-2,Syringa vulgaris L.,NA,NA,"44, 46, 48","Šmarda et al. 2019, Zonneveld, 2019"
252092-1,Tagetes erecta L.,NA,NA,NA,NA
252132-1,Tagetes minuta L.,NA,NA,48,"Zonneveld, 2019"
252146-1,Tagetes patula L.,NA,NA,"48, 20-24","C-ValueDB, Zonneveld, 2019"
828035-1,Tamarix africana Poir.,NA,NA,NA,NA
828110-1,Tamarix gallica L.,NA,NA,24,"Zonneveld, 2019"
318926-1,Tamus communis L.,48,n,NA,NA
249302-2,Tanacetum balsamita L.,NA,NA,NA,NA
252401-1,Tanacetum macrophyllum (Waldst. & Kit.) Sch.Bip.,NA,NA,NA,NA
252460-1,Tanacetum parthenium (L.) Sch.Bip.,18,n,"18, 36","Zonneveld, 2019"
252568-1,Tanacetum vulgare L.,18,n,18,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
253011-1,Taraxacum ceratolobum Dahlst.,32,n,NA,NA
253122-1,Taraxacum croceiflorum Dahlst.,NA,NA,NA,NA
253250-1,Taraxacum duplidentifrons Dahlst.,24 etc.,v,NA,NA
253296-1,Taraxacum euryphyllum (Dahlst.) Hjelt,32,s,NA,NA
253321-1,Taraxacum faeroense (Dahlst.) Dahlst.,40,n,NA,NA
253500-1,Taraxacum hamatum Raunk.,24,sm,24,Šmarda et al. 2019
253719-1,Taraxacum lacistophyllum (Dahlst.) Raunk.,24,n,NA,NA
254129-1,Taraxacum obliquum (Fr.) Dahlst.,NA,NA,NA,NA
30320466-2,Taraxacum palustre (Lyons) Symons,NA,NA,NA,NA
254349-1,Taraxacum platyglossum Raunk.,NA,NA,NA,NA
77089960-1,Tarenaya hassleriana (Chodat) Iltis,NA,NA,NA,NA
30052311-2,Taxodium distichum (L.) Rich.,NA,NA,NA,NA
306036-2,Taxus baccata L.,24,n,24,"Šmarda et al. 2019, Zonneveld, 2019"
290314-1,Teesdalia nudicaulis (L.) W.T.Aiton,NA,NA,36,"Šmarda et al. 2019, Zonneveld, 2019"
794860-1,Tellima grandiflora (Pursh) Douglas ex Lindl.,NA,NA,NA,NA
255226-1,Tephroseris integrifolia (L.) Holub,48,n,"48, 96",Šmarda et al. 2019
255240-1,Tephroseris palustris (L.) Fourr.,NA,NA,NA,NA
364795-1,Tetragonia tetragonioides (Pall.) Kuntze,NA,NA,NA,NA
460274-1,Teucrium botrys L.,32,n,32,"Šmarda et al. 2019, Zonneveld, 2019"
460310-1,Teucrium chamaedrys L.,NA,NA,"62, 32-96","Šmarda et al. 2019, Zonneveld, 2019"
460713-1,Teucrium scordium L.,32,n,32,"Šmarda et al. 2019, Zonneveld, 2019"
460717-1,Teucrium scorodonia L.,32| 34,v,"32, 34","C-ValueDB, Zonneveld, 2019"
714201-1,Thalictrum alpinum L.,14,n,14,C-ValueDB
714234-1,Thalictrum aquilegiifolium L.,NA,NA,NA,NA
714372-1,Thalictrum delavayi Franch.,NA,NA,28,C-ValueDB
302852-2,Thalictrum flavum L.,84,n,84,Šmarda et al. 2019
714633-1,Thalictrum minus L.,42,n,42,Šmarda et al. 2019
50922709-1,Thalictrum speciosissimum L.,NA,NA,NA,NA
17226930-1,Thelypteris palustris Schott,70,n,70,Šmarda et al. 2019
252527-2,Thermopsis montana Nutt. ex Torr. & A.Gray,NA,NA,NA,NA
780893-1,Thesium humifusum DC.,c.26,n,NA,NA
290455-1,Thlaspi alliaceum L.,NA,NA,NA,NA
290477-1,Thlaspi arvense L.,14,n,14,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
263956-1,Thuja occidentalis L.,NA,NA,22,"Šmarda et al. 2019, Zonneveld, 2019"
60443333-2,Thuja plicata Donn ex D.Don,NA,NA,22,"Zonneveld, 2019"
263878-1,Thujopsis dolobrata Siebold & Zucc.,NA,NA,NA,NA
461121-1,Thymus drucei Ronniger,51| 52| 56,v,NA,NA
461562-1,Thymus pulegioides L.,28,p,28,"Šmarda et al. 2019, Zonneveld, 2019"
30066276-2,Thymus serpyllum L.,24,n,24,"Šmarda et al. 2019, Zonneveld, 2019"
461765-1,Thymus vulgaris L.,NA,NA,"30, 48","C-ValueDB, Zonneveld, 2019"
849390-1,Thysselinum palustre (L.) Hoffm.,NA,NA,NA,NA
835277-1,Tilia cordata Mill.,82-86,n,"82, 84, 86","Šmarda et al. 2019, Zonneveld, 2019"
332109-2,Tilia platyphyllos Scop.,NA,NA,84,Šmarda et al. 2019
835608-1,Tilia tomentosa Moench,NA,NA,82,"Zonneveld, 2019"
542298-1,Tofieldia pusilla (Michx.) Pers.,30,n,NA,NA
794907-1,Tolmiea menziesii (Pursh) Torr. & A.Gray,NA,NA,NA,NA
849474-1,Tordylium maximum L.,NA,NA,NA,NA
849502-1,Torilis arvensis (Huds.) Link,12,n,12,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
849533-1,Torilis japonica (Houtt.) DC.,16,n,"12, 16","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
849545-1,Torilis nodosa (L.) Gaertn.,24,n,"22, 24","C-ValueDB, Zonneveld, 2019"
145511-1,Trachelium caeruleum L.,NA,NA,NA,NA
849765-1,Trachyspermum ammi (L.) Sprague,NA,NA,NA,NA
121212-1,Trachystemon orientalis (L.) G.Don,NA,NA,NA,NA
30090792-2,Tradescantia fluminensis Vell.,NA,NA,"40, 60, 72, 132",C-ValueDB
30042868-2,Tradescantia virginiana L.,NA,NA,"12, 24","C-ValueDB, Zonneveld, 2019"
256109-1,Tragopogon porrifolius L.,12,n,12,"C-ValueDB, Zonneveld, 2019"
256112-1,Tragopogon pratensis L.,12,n,12,"C-ValueDB, Šmarda et al. 2019"
17232430-1,Trichomanes speciosum Willd.,144,n,144,"C-ValueDB, Šmarda et al. 2019"
315459-1,Trichophorum alpinum (L.) Pers.,NA,NA,58,Šmarda et al. 2019
315464-1,Trichophorum cespitosum (L.) Hartm.,NA,NA,104,Šmarda et al. 2019
315470-1,Trichophorum germanicum Palla,NA,NA,NA,NA
522827-1,Trifolium alexandrinum L.,NA,NA,16,"C-ValueDB, Zonneveld, 2019"
522858-1,Trifolium angustifolium L.,NA,NA,NA,NA
522881-1,Trifolium arvense L.,14,n,14,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
522892-1,Trifolium aureum Pollich,NA,NA,16,"C-ValueDB, Šmarda et al. 2019"
522934-1,Trifolium bocconei Savi,NA,NA,NA,NA
522975-1,Trifolium campestre Schreb.,14,n,14,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523099-1,Trifolium dubium Sibth.,32,n,"28, 32","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523104-1,Trifolium echinatum M.Bieb.,NA,NA,NA,NA
523154-1,Trifolium fragiferum L.,16,n,16,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523184-1,Trifolium glomeratum L.,16,n,16,C-ValueDB
523218-1,Trifolium hirtum All.,NA,NA,10,C-ValueDB
30240399-2,Trifolium hybridum L.,NA,NA,16,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523237-1,Trifolium incarnatum L.,14,n,14,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523361-1,Trifolium medium L.,80,n,80,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523401-1,Trifolium micranthum Viv.,NA,NA,16,"Zonneveld, 2019"
523462-1,Trifolium occidentale Coombe,16,p,NA,NA
523465-1,Trifolium ochroleucon Huds.,16,n,16,Šmarda et al. 2019
20010350-1,Trifolium ornithopodioides L.,18,n,NA,NA
523506-1,Trifolium pannonicum Jacq.,NA,NA,128,Šmarda et al. 2019
523575-1,Trifolium pratense L.,14,s,14,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523626-1,Trifolium repens L.,32,p,"16, 32","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523627-1,Trifolium resupinatum L.,NA,NA,"14, 16, 32","C-ValueDB, Zonneveld, 2019"
523679-1,Trifolium scabrum L.,10,n,10,"Zonneveld, 2019"
523726-1,Trifolium squamosum L.,16,n,NA,NA
523732-1,Trifolium stellatum L.,NA,NA,NA,NA
523751-1,Trifolium striatum L.,14,n,14,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
523753-1,Trifolium strictum L.,NA,NA,NA,NA
523761-1,Trifolium subterraneum L.,16,n,16,"C-ValueDB, Zonneveld, 2019"
523764-1,Trifolium suffocatum L.,16,n,NA,NA
523788-1,Trifolium tomentosum L.,NA,NA,16,C-ValueDB
258178-2,Triglochin maritima L.,48,n,48,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
603552-1,Triglochin palustris L.,24,n,24,Šmarda et al. 2019
523910-1,Trigonella caerulea (L.) Ser.,NA,NA,NA,NA
523945-1,Trigonella esculenta Willd.,NA,NA,NA,NA
523957-1,Trigonella foenum-graecum L.,NA,NA,NA,NA
849859-1,Trinia glauca (L.) Dumort.,NA,NA,18,Šmarda et al. 2019
256500-1,Tripleurospermum inodorum (L.) Sch.Bip.,18| 36,vs,36,Šmarda et al. 2019
256507-1,Tripleurospermum maritimum (L.) W.D.J.Koch,18,s,"18, 36",C-ValueDB
256563-1,Tripolium pannonicum (Jacq.) Dobrocz.,18,n,18,Šmarda et al. 2019
425194-1,Trisetum flavescens (L.) P.Beauv.,28,n,28,"Šmarda et al. 2019, Zonneveld, 2019"
258953-2,Tristagma uniflorum (Lindl.) Traub,NA,NA,NA,NA
542693-1,Triteleia laxa Benth.,NA,NA,"16, 28, 42","C-ValueDB, Zonneveld, 2019"
332110-2,Triticum aestivum L.,42,0,42,"Šmarda et al. 2019, Zonneveld, 2019"
259709-2,Triticum compactum Host,42,0,NA,NA
425669-1,Triticum durum Desf.,28,0,NA,NA
425811-1,Triticum monococcum L.,14, ,14,C-ValueDB
259744-2,Triticum spelta L.,NA,NA,NA,NA
316216-2,Triticum turgidum L.,28,0,NA,NA
849890-1,Trocdaris verticillata (L.) Raf.,18?,n,NA,NA
306789-2,Trollius europaeus L.,16,n,NA,NA
310974-2,Tropaeolum majus L.,NA,NA,28,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
377401-1,Tropaeolum peregrinum L.,NA,NA,NA,NA
309355-2,Tropaeolum speciosum Poepp. & Endl.,NA,NA,NA,NA
264005-1,Tsuga canadensis (L.) Carrière,NA,NA,24,"Zonneveld, 2019"
260297-2,Tsuga heterophylla (Raf.) Sarg.,NA,NA,24,"Zonneveld, 2019"
169408-1,Tuberaria guttata (L.) Fourr.,36,p,36,"Zonneveld, 2019"
169411-1,Tuberaria lignosa (Sweet) Samp.,NA,NA,NA,NA
543068-1,Tulipa saxatilis Sieber ex Spreng.,NA,NA,36,C-ValueDB
543106-1,Tulipa sylvestris L.,48,n,"24, 36, 48","Zonneveld, 2019"
290916-1,Turritis glabra L.,12,n,12,"C-ValueDB, Šmarda et al. 2019"
256904-1,Tussilago farfara L.,60,p,60,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
259280-2,Typha angustifolia L.,NA,NA,"30, 60","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
836870-1,Typha latifolia L.,30,n,30,"C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
20003722-1,Typha minima Funck,NA,NA,30,"Zonneveld, 2019"
602598-1,Ugni molinae Turcz.,NA,NA,NA,NA
524298-1,Ulex europaeus L.,96,p,"96, 32, 64","Zonneveld, 2019"
524303-1,Ulex gallii Planch.,64| 96,v,80,C-ValueDB
524331-1,Ulex minor Roth,32,n,NA,NA
302887-2,Ulmus glabra Huds.,28,n,"28, 56","C-ValueDB, Šmarda et al. 2019"
856879-1,Ulmus laevis Pall.,NA,NA,28,"Šmarda et al. 2019, Zonneveld, 2019"
856890-1,Ulmus minor Mill.,28,n,28,"Šmarda et al. 2019, Zonneveld, 2019"
837160-1,Ulmus plotii Druce,NA,NA,NA,NA
303832-2,Ulmus procera Salisb.,NA,NA,NA,NA
277005-1,Umbilicus rupestris (Salisb.) Dandy,48,n,48,"Zonneveld, 2019"
426270-1,Urochloa panicoides P.Beauv.,NA,NA,NA,NA
260630-2,Urtica dioica L.,c.26| 48| 52,v,52,"C-ValueDB, Šmarda et al. 2019"
857732-1,Urtica membranacea Poir.,NA,NA,22,"Zonneveld, 2019"
857987-1,Urtica urens L.,24,n,24,"Šmarda et al. 2019, Zonneveld, 2019"
526603-1,Utricularia australis R.Br.,NA,NA,44,"Šmarda et al. 2019, Zonneveld, 2019"
526644-1,Utricularia bremii Heer ex Koell.,NA,NA,36,"C-ValueDB, Šmarda et al. 2019"
262047-2,Utricularia intermedia Hayne,NA,NA,44,"C-ValueDB, Šmarda et al. 2019"
526922-1,Utricularia minor L.,NA,NA,36 44,"Šmarda et al. 2019, Zonneveld, 2019"
526966-1,Utricularia ochroleuca R.W.Hartm.,NA,NA,44,Šmarda et al. 2019
934921-1,Utricularia stygia G.Thor,NA,NA,44,Šmarda et al. 2019
527199-1,Utricularia vulgaris L.,NA,NA,44,"Šmarda et al. 2019, Zonneveld, 2019"
159710-1,Vaccaria hispanica (Mill.) Rauschert,NA,NA,30,"Šmarda et al. 2019, Zonneveld, 2019"
261823-2,Vaccinium corymbosum L.,NA,NA,"24, 48","C-ValueDB, Zonneveld, 2019"
261912-2,Vaccinium macrocarpon Aiton,NA,NA,24,"Zonneveld, 2019"
60432533-2,Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh.,24,n,24,Šmarda et al. 2019
30006039-2,Vaccinium myrtillus L.,24,n,24,"Šmarda et al. 2019, Zonneveld, 2019"
261956-2,Vaccinium oxycoccos L.,NA,NA,"24, 48, 72","Šmarda et al. 2019, Zonneveld, 2019"
30184367-2,Vaccinium uliginosum L.,39| 48,v,48,Šmarda et al. 2019
293975-2,Vaccinium vitis-idaea L.,24,n,24,"Šmarda et al. 2019, Zonneveld, 2019"
30028947-2,Valeriana dioica L.,16,n,16,Šmarda et al. 2019
860012-1,Valeriana officinalis L.,28| 35| 56| 70,v,"14, 28","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
860052-1,Valeriana phu L.,NA,NA,NA,NA
860103-1,Valeriana pyrenaica L.,NA,NA,16,C-ValueDB
860340-1,Valerianella carinata Loisel.,NA,NA,"14, 16, 18","Šmarda et al. 2019, Zonneveld, 2019"
860361-1,Valerianella dentata (L.) Pollich,NA,NA,"14, 16","C-ValueDB, Šmarda et al. 2019"
860371-1,Valerianella eriocarpa Desv.,NA,NA,16,C-ValueDB
860409-1,Valerianella locusta (L.) Laterr.,NA,NA,"14, 16, 18","C-ValueDB, Šmarda et al. 2019, Zonneveld, 2019"
860470-1,Valerianella rimosa Bastard,NA,NA,NA,NA
431996-1,Vallisneria spiralis L.,NA,NA,"20, 30, 40","Zonneveld, 2019"
