taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,PublishedChromosomeNumber,Locality,from GB material,DB
Juncus acutiflorus Ehrh. ex Hoffm. ,Juncus acutiflorus,Ehrh. ex Hoffm. ,Juncus acutiflorus,2.56,1.28,2503.68,1251.84,2,40,De Bruuk,n,"Zonneveld, 2019"
Lythrum portula (L.) D.A. Webb,Lythrum portula,(L.) D.A. Webb,Lythrum portula,0.58,0.29,567.24,283.62,2,10,De Bruuk,n,"Zonneveld, 2019"
Pedicularis palustris L.,Pedicularis palustris,L.,Pedicularis palustris,4.7,2.35,4596.60,2298.30,2,16,De Bruuk,n,"Zonneveld, 2019"
Pedicularis sylvatica L.,Pedicularis sylvatica,L.,Pedicularis sylvatica,5.19,2.595,5075.82,2537.91,1,16,De Bruuk,n,"Zonneveld, 2019"
Schoenus nigricans L.,Schoenus nigricans,L.,Schoenus nigricans,1.8,0.9,1760.40,880.20,1,44,De Bruuk,n,"Zonneveld, 2019"
Utricularia australis R. Br.,Utricularia australis,R. Br.,Utricularia australis,0.48,0.24,469.44,234.72,1,44,De Bruuk,n,"Zonneveld, 2019"
Veronica scutellata L.,Veronica scutellata,L.,Veronica scutellata,1.77,0.885,1731.06,865.53,1,18,De Bruuk,n,"Zonneveld, 2019"
Ludwigia palustris (L.) Elliott,Ludwigia palustris,(L.) Elliott,Ludwigia palustris,0.84,0.42,821.52,410.76,2,16,De Gagel,n,"Zonneveld, 2019"
Carex ericetorum Pollich,Carex ericetorum,Pollich,Carex ericetorum,1.37,0.685,1339.86,669.93,1,30,De Hoge Veluwe,n,"Zonneveld, 2019"
Sparganium emersum Rehmann,Sparganium emersum,Rehmann,Sparganium emersum,1.16,0.58,1134.48,567.24,1,30,De Horst,n,"Zonneveld, 2019"
Juncus capitatus Weigel,Juncus capitatus,Weigel,Juncus capitatus,0.72,0.36,704.16,352.08,1,18,De Vilt,n,"Zonneveld, 2019"
Lemna trisulca L.,Lemna trisulca,L.,Lemna trisulca,1.17,0.585,1144.26,572.13,3,"40, 44",De Zilk,n,"Zonneveld, 2019"
Hordeum murinum L.,Hordeum murinum,L.,Hordeum murinum,19.6,9.8,19168.80,9584.40,3,28,Delft,n,"Zonneveld, 2019"
Pulicaria vulgaris Gaertn.,Pulicaria vulgaris,Gaertn.,Pulicaria vulgaris,1.84,0.92,1799.52,899.76,1,18,Delft,n,"Zonneveld, 2019"
Sedum acre L.,Sedum acre,L.,Sedum acre,2.91,1.455,2845.98,1422.99,10,80,Delft,n,"Zonneveld, 2019"
Stachys arvensis (L.) L.,Stachys arvensis,(L.) L.,Stachys arvensis,0.92,0.46,899.76,449.88,3,10,Dieteren Limburg,n,"Zonneveld, 2019"
Fumaria muralis Sond. ex W.D.J. Koch,Fumaria muralis,Sond. ex W.D.J. Koch,Fumaria muralis,1.2,0.6,1173.60,586.80,1,48,Dintelmond,n,"Zonneveld, 2019"
"Jacobaea erucifolia (L.) P. Gaertn., B. Mey. & Scherb.",Jacobaea erucifolia,"(L.) P. Gaertn., B. Mey. & Scherb.",Jacobaea erucifolia,6.74,3.37,6591.72,3295.86,1,40,Dinteloord Hollaeredijk,n,"Zonneveld, 2019"
Oenanthe crocata L.,Oenanthe crocata,L.,Oenanthe crocata,1.52,0.76,1486.56,743.28,1,22,Dodemansvinger,n,"Zonneveld, 2019"
Trifolium scabrum L.,Trifolium scabrum,L.,Trifolium scabrum,1,0.5,978.00,489.00,1,10,Domberg Babelweg,n,"Zonneveld, 2019"
Scabiosa columbaria L.,Scabiosa columbaria,L.,Scabiosa columbaria,2.51,1.255,2454.78,1227.39,2,16,Doornik,n,"Zonneveld, 2019"
Veronica spicata L.,Veronica spicata,L.,Veronica spicata,3.08,1.54,3012.24,1506.12,3,"34, 68",Doornik,n,"Zonneveld, 2019"
Pseudotsuga menziesii (Mirb.) Franco,Pseudotsuga menziesii,(Mirb.) Franco,Pseudotsuga menziesii,35.2,17.6,34425.60,17212.80,1,26,Douglas spar,n,"Zonneveld, 2019"
Arabidopsis thaliana (L.) Heynh.,Arabidopsis thaliana,(L.) Heynh.,Arabidopsis thaliana,0.32,0.16,312.96,156.48,9,10,Driebergen,n,"Zonneveld, 2019"
Cardamine impatiens L.,Cardamine impatiens,L.,Cardamine impatiens,0.43,0.215,420.54,210.27,5,16,Driebergen,n,"Zonneveld, 2019"
Blysmus compressus (L.) Panz. Ex Link,Blysmus compressus,(L.) Panz. Ex Link,Blysmus compressus,0.67,0.335,655.26,327.63,2,"44, 78",Dronten Ellerdijklaan,n,"Zonneveld, 2019"
Clinopodium vulgare L.,Clinopodium vulgare,L.,Clinopodium vulgare,1.02,0.51,997.56,498.78,3,20,Druten,n,"Zonneveld, 2019"
Geum macrophyllum Willd.,Geum macrophyllum,Willd.,Geum macrophyllum,2.31,1.155,2259.18,1129.59,1,42,Duivelsberg,n,"Zonneveld, 2019"
Luzula pilosa (L.) Willd.,Luzula pilosa,(L.) Willd.,Luzula pilosa,0.54,0.27,528.12,264.06,3,(62) 66,Duivelsberg,n,"Zonneveld, 2019"
Impatiens parviflora DC.,Impatiens parviflora,DC.,Impatiens parviflora,4.31,2.155,4215.18,2107.59,8,"24, 26",Dwingelder veld,n,"Zonneveld, 2019"
Tsuga canadensis (L.) Carrière,Tsuga canadensis,(L.) Carrière,Tsuga canadensis,37.2,18.6,36381.60,18190.80,2,24,East Hemlockspruce,n,"Zonneveld, 2019"
Eriophorum angustifolium Honck.,Eriophorum angustifolium,Honck.,Eriophorum angustifolium,1.02,0.51,997.56,498.78,3,58,Eernewoude,n,"Zonneveld, 2019"
Sagina procumbens L.,Sagina procumbens,L.,Sagina procumbens,0.79,0.395,772.62,386.31,6,22,Eernewoude,n,"Zonneveld, 2019"
Stellaria palustris Ehrh. ex Hoffm.,Stellaria palustris,Ehrh. ex Hoffm.,Stellaria palustris,7.71,3.855,7540.38,3770.19,2,c130,Eernewoude,n,"Zonneveld, 2019"
Agrostis canina L.,Agrostis canina,L.,Agrostis canina,3.6,1.8,3520.80,1760.40,2,14,Eexterveld,n,"Zonneveld, 2019"
Rosa caesia Sm.,Rosa caesia,Sm.,Rosa caesia,2.68,1.34,2621.04,1310.52,1,35,Egmond,n,"Zonneveld, 2019"
Cotoneaster divaricatus Rehder & E.H. Wilson,Cotoneaster divaricatus,Rehder & E.H. Wilson,Cotoneaster divaricatus,2.99,1.495,2924.22,1462.11,1,,Egmond zee dunes,n,"Zonneveld, 2019"
Cotoneaster franchetii Bois.,Cotoneaster franchetii,Bois.,Cotoneaster franchetii,2.85,1.425,2787.30,1393.65,1,68,Egmond zee dunes,n,"Zonneveld, 2019"
Cotoneaster hjelmqvistii Flinck & B. Hylmö ,Cotoneaster hjelmqvistii,Flinck & B. Hylmö ,Cotoneaster hjelmqvistii,2.83,1.415,2767.74,1383.87,1,,Egmond zee dunes,n,"Zonneveld, 2019"
Cotoneaster salicifolius Franch.,Cotoneaster salicifolius,Franch.,Cotoneaster salicifolius,1.42,0.71,1388.76,694.38,2,34,Egmond zee dunes,n,"Zonneveld, 2019"
Carum carvi L.,Carum carvi,L.,Carum carvi,4.31,2.155,4215.18,2107.59,5,20,Eindhoven,n,"Zonneveld, 2019"
Umbilicus rupestris (Salisb.) Dandy,Umbilicus rupestris,(Salisb.) Dandy,Umbilicus rupestris,0.88,0.44,860.64,430.32,4,48,Eire,n,"Zonneveld, 2019"
Carex dioica L.,Carex dioica,L.,Carex dioica,1.28,0.64,1251.84,625.92,1,52,Elp Elpershoorn,n,"Zonneveld, 2019"
Teesdalia nudicaulis (L.) W.T. Aiton,Teesdalia nudicaulis,(L.) W.T. Aiton,Teesdalia nudicaulis,1.15,0.575,1124.70,562.35,2,36,Emst Woesterberg,n,"Zonneveld, 2019"
Viola canina L.,Viola canina,L.,Viola canina,2.45,1.225,2396.10,1198.05,3,40,Epe Einsterbroek,n,"Zonneveld, 2019"
Lycopodium clavatum L.,Lycopodium clavatum,L.,Lycopodium clavatum,5.51,2.755,5388.78,2694.39,3,68,Epe kroondomein Het Loo,n,"Zonneveld, 2019"
Hypericum humifusum L.,Hypericum humifusum,L.,Hypericum humifusum,0.77,0.385,753.06,376.53,2,16,Epe LG Tongeren,n,"Zonneveld, 2019"
Scrophularia auriculata L.,Scrophularia auriculata,L.,Scrophularia auriculata,3.27,1.635,3198.06,1599.03,4,"78, 80",Epe Oene,n,"Zonneveld, 2019"
Juncus articulatus L.,Juncus articulatus,L.,Juncus articulatus,3.69,1.845,3608.82,1804.41,6,80,Epe Wisselse veen,n,"Zonneveld, 2019"
Brachypodium sylvaticum (Huds.) P. Beauv.,Brachypodium sylvaticum,(Huds.) P. Beauv.,Brachypodium sylvaticum,0.89,0.445,870.42,435.21,2,"18, 28, 44",Erlecom,n,"Zonneveld, 2019"
Peucedanum officinale L.,Peucedanum officinale,L.,Peucedanum officinale,8.44,4.22,8254.32,4127.16,2,66,Erlecom,n,"Zonneveld, 2019"
Carex echinata Murray,Carex echinata,Murray,Carex echinata,0.85,0.425,831.30,415.65,1,58,Etten-Leur De Berk,n,"Zonneveld, 2019"
Viola palustris L.,Viola palustris,L.,Viola palustris,4.24,2.12,4146.72,2073.36,1,48,Etten-Leur De Berk,n,"Zonneveld, 2019"
Lepidium graminifolium L.,Lepidium graminifolium,L.,Lepidium graminifolium,2.54,1.27,2484.12,1242.06,1,"16, 48",Ewijkse plaat,n,"Zonneveld, 2019"
Plantago arenaria Waldst. & Kit.,Plantago arenaria,Waldst. & Kit.,Plantago arenaria,3.52,1.76,3442.56,1721.28,1,12,Ewijkse plaat,n,"Zonneveld, 2019"
Anacamptis pyramidalis (L.) Rich.,Anacamptis pyramidalis,(L.) Rich.,Anacamptis pyramidalis,26.8,13.4,26210.40,13105.20,3,36,Eyserbos Limburg,n,"Zonneveld, 2019"
Cirsium acaule Scop.,Cirsium acaule,Scop.,Cirsium acaule,2.64,1.32,2581.92,1290.96,2,34,Eyserbos Limburg,n,"Zonneveld, 2019"
Equisetum telmateia Ehrh.,Equisetum telmateia,Ehrh.,Equisetum telmateia,27.4,13.7,26797.20,13398.60,6,216,Eyserbos Limburg,n,"Zonneveld, 2019"
Ophrys apifera Huds.,Ophrys apifera,Huds.,Ophrys apifera,21.3,10.65,20831.40,10415.70,3,36,Eyserbos Limburg,n,"Zonneveld, 2019"
Orobanche minor Sm.,Orobanche minor,Sm.,Orobanche minor,6.06,3.03,5926.68,2963.34,2,38,Eyserbos Limburg,n,"Zonneveld, 2019"
Viola arvensis Murray,Viola arvensis,Murray,Viola arvensis,5.2,2.6,5085.60,2542.80,2,34,Eyserbos Limburg,n,"Zonneveld, 2019"
Allium oleraceum L.,Allium oleraceum,L.,Allium oleraceum,55.4,27.7,54181.20,27090.60,1,"32, 40",Floron,n,"Zonneveld, 2019"
Alisma plantago-aquatica L.,Alisma plantago-aquatica,L.,Alisma plantago-aquatica,21.9,10.95,21418.20,10709.10,2,14,flowering after 1200h,n,"Zonneveld, 2019"
Eriophorum vaginatum L.,Eriophorum vaginatum,L.,Eriophorum vaginatum,0.84,0.42,821.52,410.76,3,58,Fochterloer veen,n,"Zonneveld, 2019"
Ailanthus altissima (Mill.) Swingle,Ailanthus altissima,(Mill.) Swingle,Ailanthus altissima,2.2,1.1,2151.60,1075.80,3,"64, 80",France,n,"Zonneveld, 2019"
Sambucus ebulus L.,Sambucus ebulus,L.,Sambucus ebulus,24.7,12.35,24156.60,12078.30,3,36,France,n,"Zonneveld, 2019"
Sorbus aria (L.) Crantz,Sorbus aria,(L.) Crantz,Sorbus aria,2.24,1.12,2190.72,1095.36,1,34,France,n,"Zonneveld, 2019"
Apera spica-venti (L.) P. Beauv.,Apera spica-venti,(L.) P. Beauv.,Apera spica-venti,10.3,5.15,10073.40,5036.70,1,14,France central,n,"Zonneveld, 2019"
Cotoneaster bullatus Bois.,Cotoneaster bullatus,Bois.,Cotoneaster bullatus,2.83,1.415,2767.74,1383.87,2,68,France central,n,"Zonneveld, 2019"
Ornithogalum pyrenaicum L.,Ornithogalum pyrenaicum,L.,Ornithogalum pyrenaicum,30.2,15.1,29535.60,14767.80,4,"16, 32",France Pyrenees,n,"Zonneveld, 2019"
Myriophyllum alterniflorum DC.,Myriophyllum alterniflorum,DC.,Myriophyllum alterniflorum,0.47,0.235,459.66,229.83,1,14,Gassel Br. wielen,n,"Zonneveld, 2019"
Carex nigra (L.) Reichard,Carex nigra,(L.) Reichard,Carex nigra,0.99,0.495,968.22,484.11,3,"83, 84, 85",Gasteren Burgwallen,n,"Zonneveld, 2019"
Carex acutiformis Ehrh.,Carex acutiformis,Ehrh.,Carex acutiformis,0.92,0.46,899.76,449.88,1,38,Gasterse diep,n,"Zonneveld, 2019"
Schoenoplectus triqueter (L.) Palla,Schoenoplectus triqueter,(L.) Palla,Schoenoplectus triqueter,1.17,0.585,1144.26,572.13,1,"40, 42",Gat v Hordenhoek,n,"Zonneveld, 2019"
Impatiens noli-tangere L.,Impatiens noli-tangere,L.,Impatiens noli-tangere,1.44,0.72,1408.32,704.16,2,"20, 40",Gees,n,"Zonneveld, 2019"
Maianthemum bifolium (L.) F.W. Schmidt,Maianthemum bifolium,(L.) F.W. Schmidt,Maianthemum bifolium,30.3,15.15,29633.40,14816.70,4,,Gees,n,"Zonneveld, 2019"
Viola riviniana Rchb.,Viola riviniana,Rchb.,Viola riviniana,2.49,1.245,2435.22,1217.61,8,40,Gees,n,"Zonneveld, 2019"
Myriophyllum aquaticum (Vell.) Verdc.,Myriophyllum aquaticum,(Vell.) Verdc.,Myriophyllum aquaticum,1.51,0.755,1476.78,738.39,4,48,Germ. Groesbeeker Bach,n,"Zonneveld, 2019"
Calendula officinalis L.,Calendula officinalis,L.,Calendula officinalis,2.91,1.455,2845.98,1422.99,1,"28, 32",Germany,n,"Zonneveld, 2019"
Galium pumilum Murray,Galium pumilum,Murray,Galium pumilum,3.45,1.725,3374.10,1687.05,6,"(44, 66) 88",Germany Eifel,n,"Zonneveld, 2019"
Geranium lucidum L.,Geranium lucidum,L.,Geranium lucidum,1.73,0.865,1691.94,845.97,2,"20, 40",Germany Eifel,n,"Zonneveld, 2019"
Geranium sanguineum L.,Geranium sanguineum,L.,Geranium sanguineum,8.36,4.18,8176.08,4088.04,3,84,Germany Eifel,n,"Zonneveld, 2019"
Gymnadenia conopsea (L.) R. Br.,Gymnadenia conopsea,(L.) R. Br.,Gymnadenia conopsea,14.3,7.15,13985.40,6992.70,3,40,Germany Eifel,n,"Zonneveld, 2019"
Hippocrepis comosa L.,Hippocrepis comosa,L.,Hippocrepis comosa,3.99,1.995,3902.22,1951.11,1,"14, 28",Germany Eifel,n,"Zonneveld, 2019"
Orchis purpurea Huds.,Orchis purpurea,Huds.,Orchis purpurea,18.7,9.35,18288.60,9144.30,1,42,Germany Eifel,n,"Zonneveld, 2019"
Ribes alpinum L.,Ribes alpinum,L.,Ribes alpinum,2,1,1956.00,978.00,2,16,Germany Eifel,n,"Zonneveld, 2019"
Scleranthus perennis L.,Scleranthus perennis,L.,Scleranthus perennis,2.02,1.01,1975.56,987.78,1,22,Germany Eifel,n,"Zonneveld, 2019"
Ajuga genevensis L.,Ajuga genevensis,L.,Ajuga genevensis,2.56,1.28,2503.68,1251.84,2,32,Germany Hessen,n,"Zonneveld, 2019"
Daphne mezereum L.,Daphne mezereum,L.,Daphne mezereum,6.2,3.1,6063.60,3031.80,3,18,Germany Hessen,n,"Zonneveld, 2019"
Hordelymus europaeus (L.) Jess. ex Harz,Hordelymus europaeus,(L.) Jess. ex Harz,Hordelymus europaeus,20.2,10.1,19755.60,9877.80,1,28,Germany Hessen,n,"Zonneveld, 2019"
Melica nutans L.,Melica nutans,L.,Melica nutans,5.7,2.85,5574.60,2787.30,1,18,Germany Hessen,n,"Zonneveld, 2019"
Pyrus communis L.,Pyrus communis,L.,Pyrus communis,1.24,0.62,1212.72,606.36,17,34,Gieser Wildeman,n,"Zonneveld, 2019"
Laburnum alpinum (Mill.) J. Presl,Laburnum alpinum,(Mill.) J. Presl,Laburnum alpinum,2.54,1.27,2484.12,1242.06,3,48,Gimborn arboretum,n,"Zonneveld, 2019"
Myosotis arvensis (L.) Hill,Myosotis arvensis,(L.) Hill,Myosotis arvensis,1.96,0.98,1916.88,958.44,10,"36, 48, 52",Groenlanden,n,"Zonneveld, 2019"
Myosotis ramosissima Rochel,Myosotis ramosissima,Rochel,Myosotis ramosissima,1.15,0.575,1124.70,562.35,13,48,Groenlanden,n,"Zonneveld, 2019"
Poa angustifolia L.,Poa angustifolia,L.,Poa angustifolia,8.27,4.135,8088.06,4044.03,1,42-72,Groenlanden,n,"Zonneveld, 2019"
Aethusa cynapium L.,Aethusa cynapium,L.,Aethusa cynapium,2.93,1.465,2865.54,1432.77,2,20,Groesbeek,n,"Zonneveld, 2019"
Cardamine flexuosa With.,Cardamine flexuosa,With.,Cardamine flexuosa,1.15,0.575,1124.70,562.35,13,32,Groesbeek,n,"Zonneveld, 2019"
Cotoneaster dammeri C.K. Schneid.,Cotoneaster dammeri,C.K. Schneid.,Cotoneaster dammeri,1.55,0.775,1515.90,757.95,2,34,Groesbeek,n,"Zonneveld, 2019"
Torilis arvensis (Huds.) Link,Torilis arvensis,(Huds.) Link,Torilis arvensis,2.91,1.455,2845.98,1422.99,3,12,Groesbeek,n,"Zonneveld, 2019"
Lycopodium annotinum L.,Lycopodium annotinum,L.,Lycopodium annotinum,9.43,4.715,9222.54,4611.27,1,68,Grolloo,n,"Zonneveld, 2019"
Hierochloe odorata (L.) P. Beauv.,Hierochloe odorata,(L.) P. Beauv.,Hierochloe odorata,8.38,4.19,8195.64,4097.82,2,28,Groningen Oostpolder,n,"Zonneveld, 2019"
Carex divulsa Stokes,Carex divulsa,Stokes,Carex divulsa,0.82,0.41,801.96,400.98,1,58,Gronsveld,n,"Zonneveld, 2019"
Lepidium draba L.,Lepidium draba,L.,Lepidium draba,1.97,0.985,1926.66,963.33,3,"64, 80",Gronsveld,n,"Zonneveld, 2019"
Staphylea pinnata L.,Staphylea pinnata,L.,Staphylea pinnata,3.63,1.815,3550.14,1775.07,2,"24, 26",Gronsveld,n,"Zonneveld, 2019"
Carex digitata L.,Carex digitata,L.,Carex digitata,0.79,0.395,772.62,386.31,1,"48, 50",Gronsveld Savelsbos,n,"Zonneveld, 2019"
Carex sylvatica Huds.,Carex sylvatica,Huds.,Carex sylvatica,0.79,0.395,772.62,386.31,1,58,Gronsveld Savelsbos,n,"Zonneveld, 2019"
Hypericum pulchrum L.,Hypericum pulchrum,L.,Hypericum pulchrum,0.89,0.445,870.42,435.21,2,18,Gronsveld Savelsbos,n,"Zonneveld, 2019"
Melica uniflora Retz.,Melica uniflora,Retz.,Melica uniflora,5.1,2.55,4987.80,2493.90,2,18,Gronsveld Savelsbos,n,"Zonneveld, 2019"
Sanicula europaea L.,Sanicula europaea,L.,Sanicula europaea,2.65,1.325,2591.70,1295.85,4,16,Gronsveld Savelsbos,n,"Zonneveld, 2019"
Sparganium erectum L.,Sparganium erectum,L.,Sparganium erectum,1.07,0.535,1046.46,523.23,3,30,Grote Egelskop,n,"Zonneveld, 2019"
Paulownia tomentosa (Thunb.) Steud.,Paulownia tomentosa,(Thunb.) Steud.,Paulownia tomentosa,1.24,0.62,1212.72,606.36,1,40,H Janssen,n,"Zonneveld, 2019"
Sorbus intermedia (Ehrh.) Pers.,Sorbus intermedia,(Ehrh.) Pers.,Sorbus intermedia,2.91,1.455,2845.98,1422.99,2,68,H. Janssen,n,"Zonneveld, 2019"
Cotoneaster rehderi Pojark.,Cotoneaster rehderi,Pojark.,Cotoneaster rehderi,2.97,1.485,2904.66,1452.33,1,,H.Janssen>LDU 0K,n,"Zonneveld, 2019"
Salix aurita L.,Salix aurita,L.,Salix aurita,1.7,0.85,1662.60,831.30,2,"38, 76",Haamstede Vroon,n,"Zonneveld, 2019"
Verbascum pulverulentum Vill.,Verbascum pulverulentum,Vill.,Verbascum pulverulentum,0.94,0.47,919.32,459.66,1,32,Haarlem,n,"Zonneveld, 2019"
Erodium cicutarium (L.) L'Hér.,Erodium cicutarium,(L.) L'Hér.,Erodium cicutarium,2.71,1.355,2650.38,1325.19,5,40,Haarlem centrum,n,"Zonneveld, 2019"
Oxalis debilis Kunth,Oxalis debilis,Kunth,Oxalis debilis,2.11,1.055,2063.58,1031.79,1,"14, 28",Haarlem K.vest S,n,"Zonneveld, 2019"
Campanula pyramidalis L.,Campanula pyramidalis,L.,Campanula pyramidalis,3.42,1.71,3344.76,1672.38,2,34,Haarlem Koninginneweg,n,"Zonneveld, 2019"
Chenopodium giganteum D. Don,Chenopodium giganteum,D. Don,Chenopodium giganteum,3.55,1.775,3471.90,1735.95,3,54,Haarlem L Annastraat,n,"Zonneveld, 2019"
Alopecurus bulbosus Gouan,Alopecurus bulbosus,Gouan,Alopecurus bulbosus,13.9,6.95,13594.20,6797.10,1,"14 (21, 28)",Hargar polder,n,"Zonneveld, 2019"
Hypericum perforatum L.,Hypericum perforatum,L.,Hypericum perforatum,1.59,0.795,1555.02,777.51,1,32,Harskamp,n,"Zonneveld, 2019"
Hypochaeris radicata L.,Hypochaeris radicata,L.,Hypochaeris radicata,2.93,1.465,2865.54,1432.77,2,8,Harskamp,n,"Zonneveld, 2019"
Potentilla erecta (L.) Raeusch.,Potentilla erecta,(L.) Raeusch.,Potentilla erecta,1.49,0.745,1457.22,728.61,4,28,Harskamp,n,"Zonneveld, 2019"
Stellaria holostea L.,Stellaria holostea,L.,Stellaria holostea,2.44,1.22,2386.32,1193.16,2,26,Harskamp,n,"Zonneveld, 2019"
Eleocharis multicaulis (Sm.) Desv.,Eleocharis multicaulis,(Sm.) Desv.,Eleocharis multicaulis,3.6,1.8,3520.80,1760.40,1,20,Hatertse Vennen,n,"Zonneveld, 2019"
Potentilla anglica Laichard.,Potentilla anglica,Laichard.,Potentilla anglica,2.1,1.05,2053.80,1026.90,1,56,Hatertse Vennen,n,"Zonneveld, 2019"
Rhynchospora alba (L.) Vahl,Rhynchospora alba,(L.) Vahl,Rhynchospora alba,0.45,0.225,440.10,220.05,1,26,Hatertse Vennen,n,"Zonneveld, 2019"
Rhynchospora fusca (L.) W.T. Aiton,Rhynchospora fusca,(L.) W.T. Aiton,Rhynchospora fusca,0.51,0.255,498.78,249.39,1,26,Hatertse Vennen,n,"Zonneveld, 2019"
Blechnum spicant (L.) Roth,Blechnum spicant,(L.) Roth,Blechnum spicant,15.4,7.7,15061.20,7530.60,1,68,Heelsum,n,"Zonneveld, 2019"
Lepidium heterophyllum Benth.,Lepidium heterophyllum,Benth.,Lepidium heterophyllum,0.4,0.2,391.20,195.60,1,16,Heerde / tHarde,n,"Zonneveld, 2019"
Fragaria moschata (Duchesne) Weston,Fragaria moschata,(Duchesne) Weston,Fragaria moschata,1.59,0.795,1555.02,777.51,2,42,Hemmen,n,"Zonneveld, 2019"
Tragus racemosus (L.) All.,Tragus racemosus,(L.) All.,Tragus racemosus,1.82,0.91,1779.96,889.98,1,40,Hendrik I.Ambacht,n,"Zonneveld, 2019"
Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum,(Sw.) Druce,Centaurium pulchellum,2.55,1.275,2493.90,1246.95,5,,Herkingen,n,"Zonneveld, 2019"
Juncus gerardii Loisel.,Juncus gerardii,Loisel.,Juncus gerardii,3.91,1.955,3823.98,1911.99,2,84,Herkingen,n,"Zonneveld, 2019"
Hypericum montanum L.,Hypericum montanum,L.,Hypericum montanum,0.8,0.4,782.40,391.20,3,16,Heveadorp Duno,n,"Zonneveld, 2019"
Bidens tripartita L.,Bidens tripartita,L.,Bidens tripartita,6.6,3.3,6454.80,3227.40,1,48,Hoek van Holland,n,"Zonneveld, 2019"
Anthemis cotula L.,Anthemis cotula,L.,Anthemis cotula,3.72,1.86,3638.16,1819.08,1,18,Hoeven Beemden,n,"Zonneveld, 2019"
Lythrum hyssopifolia L.,Lythrum hyssopifolia,L.,Lythrum hyssopifolia,1.44,0.72,1408.32,704.16,1,20,Holl. Diep Sassenplaat,n,"Zonneveld, 2019"
Anethum graveolens L.,Anethum graveolens,L.,Anethum graveolens,2.81,1.405,2748.18,1374.09,1,22,hort.,n,"Zonneveld, 2019"
Bromopsis erecta (Huds.) Fourr.,Bromopsis erecta,(Huds.) Fourr.,Bromopsis erecta,21.4,10.7,20929.20,10464.60,3,28-112,hort.,n,"Zonneveld, 2019"
Callitriche palustris L.,Callitriche palustris,L.,Callitriche palustris,2.71,1.355,2650.38,1325.19,1,20,hort.,n,"Zonneveld, 2019"
Dicentra eximia (Ker Gawl.) Torr.,Dicentra eximia,(Ker Gawl.) Torr.,Dicentra eximia,1.11,0.555,1085.58,542.79,1,16,hort.,n,"Zonneveld, 2019"
Fagopyrum esculentum Moench.,Fagopyrum esculentum,Moench.,Fagopyrum esculentum,2.85,1.425,2787.30,1393.65,4,16 (32),hort.,n,"Zonneveld, 2019"
Houttuynia cordata Thunb.,Houttuynia cordata,Thunb.,Houttuynia cordata,1.78,0.89,1740.84,870.42,1,24-126,hort.,n,"Zonneveld, 2019"
Lepidium sativum L.,Lepidium sativum,L.,Lepidium sativum,1.25,0.625,1222.50,611.25,1,"16, 24",hort.,n,"Zonneveld, 2019"
Levisticum officinale W.D.J. Koch,Levisticum officinale,W.D.J. Koch,Levisticum officinale,10.2,5.1,9975.60,4987.80,2,22,hort.,n,"Zonneveld, 2019"
Origanum majorana L.,Origanum majorana,L.,Origanum majorana,1.94,0.97,1897.32,948.66,2,30,hort.,n,"Zonneveld, 2019"
Origanum vulgare L.,Origanum vulgare,L.,Origanum vulgare,1.77,0.885,1731.06,865.53,1,30,hort.,n,"Zonneveld, 2019"
Prunus laurocerasus L.,Prunus laurocerasus,L.,Prunus laurocerasus,7.9,3.95,7726.20,3863.10,5,"144, c. 175",hort.,n,"Zonneveld, 2019"
Symphoricarpos albus (L.) S.F. Blake,Symphoricarpos albus,(L.) S.F. Blake,Symphoricarpos albus,5.87,2.935,5740.86,2870.43,2,"36, 54, 72",hort.,n,"Zonneveld, 2019"
Tagetes patula L.,Tagetes patula,L.,Tagetes patula,3.79,1.895,3706.62,1853.31,3,(20-24) 48,hort.,n,"Zonneveld, 2019"
Thymus vulgaris L.,Thymus vulgaris,L.,Thymus vulgaris,1.67,0.835,1633.26,816.63,1,30,hort.,n,"Zonneveld, 2019"
Vaccaria hispanica (Mill.) Rauschert,Vaccaria hispanica,(Mill.) Rauschert,Vaccaria hispanica,2.93,1.465,2865.54,1432.77,1,30,hort.,n,"Zonneveld, 2019"
Vaccinium corymbosum L.,Vaccinium corymbosum,L.,Vaccinium corymbosum,2.71,1.355,2650.38,1325.19,3,48,hort.,n,"Zonneveld, 2019"
Petroselinum crispum (Mill.) Fuss,Petroselinum crispum,(Mill.) Fuss,Petroselinum crispum,4.39,2.195,4293.42,2146.71,1,22,hort. AH,n,"Zonneveld, 2019"
Pinus mugo Turra,Pinus mugo,Turra,Pinus mugo,45.2,22.6,44205.60,22102.80,8,24,hort. Bergden,n,"Zonneveld, 2019"
Picea pungens Engelm.,Picea pungens,Engelm.,Picea pungens,42.1,21.05,41173.80,20586.90,1,24,hort. Blauwe spar,n,"Zonneveld, 2019"
Picea abies (L.)  H. Karst.,Picea abies,(L.)  H. Karst.,Picea abies,40.7,20.35,39804.60,19902.30,2,24,hort. Fijnspar,n,"Zonneveld, 2019"
Phaseolus vulgaris L.,Phaseolus vulgaris,L.,Phaseolus vulgaris,1.37,0.685,1339.86,669.93,9,22,hort. Haricot vert,n,"Zonneveld, 2019"
